predicate,predicate_length,time to generate signature, overall time

16,MONASH,1,0.007380962371826172,0.06244373321533203
18,MONASH,1,0.007214069366455078,0.05656075477600098
19,MONASH,1,0.0073223114013671875,0.07093191146850586
20,MONASH,1,0.0064411163330078125,0.07885003089904785
21,MONASH,1,0.007418632507324219,0.06673264503479004
22,MONASH,1,0.006827831268310547,0.10526752471923828
23,MONASH,1,0.006844282150268555,0.07681608200073242
24,MONASH,1,0.006604909896850586,0.0829470157623291
25,RIDWAN,1,0.007449150085449219,0.08019423484802246
26,RIDWAN,1,0.008127927780151367,0.08513236045837402
27,RIDWAN AND MONASH,2,0.0172882080078125,0.10719490051269531
28,MONASH,1,0.007702350616455078,0.06144309043884277
29,MONASH,1,0.007376194000244141,0.10292601585388184
30,MONASH AND RIDWAN,2,0.015402793884277344,0.10852646827697754
31,MONASH AND RIDWAN AND 18,3,0.02456951141357422,0.12799763679504395
32,MONASH,1,0.0068359375,0.05074000358581543
33,MONASH,1,0.00634002685546875,0.06231331825256348
34,MONASH,1,0.00723719596862793,0.07044720649719238
35,MONASH,1,0.006555795669555664,0.07184791564941406
36,MONASH,1,0.007203102111816406,0.07210206985473633
37,MONASH,1,0.010638713836669922,0.06768536567687988
38,MONASH AND RIDWAN@GMAIL.COM AND 32 AND DOCTOR AND CARDIOLOGIST AND H,6,0.051342010498046875,0.21190142631530762
39,MONASH AND HOSPITAL,2,0.015726566314697266,0.10346674919128418
40,MONASH AND HOSPTAIL,2,0.01579880714416504,0.10086798667907715
41,MONASH AND HOSPITAL AND RIDWAN AND RIDWAN@GMAIL.COM AND 23 AND DOCTOR AND CARDIOLOGIEST,7,0.05769681930541992,0.25443100929260254
42,MONASH,1,0.006941556930541992,0.0859682559967041
43,MONASH,1,0.006831645965576172,0.07623744010925293
44,MONASH AND MELBOURNE,2,0.015299320220947266,0.12034726142883301
45,RIDWAN AND RAHMAN AND RIDWAN@GMAIL.COM AND PROGRAMMER AND MONASH,5,0.040892601013183594,0.20042991638183594
46,RIDWAN AND RAHMAN AND RIDWAN@GMAIL.COM AND PROGRAMMER AND MONASH AND STUDENT AND 28 AND CAULFIELD AND MELBOURNE AND VICTORIA,10,0.08870863914489746,0.34000444412231445
55,RIDWAN AND RAHMAN AND RIDWAN@GMAIL.COM AND PROGRAMMER AND MONASH AND STUDENT AND 28 AND CAULFIELD AND MELBOURNE AND VICTORIA AND DHAKA AND BANGLADESH AND NORTHSOUTHUNIVERSITY AND COMPUTERSCIENCE AND INFORMATIONTECHNOLOGY AND DELL AND MACBOOK AND IPHONE AND PS4 AND MAZDA,20,0.19488191604614258,0.6421070098876953
